Attendance,Internal Marks,Class Participation,Academic Activities,Sleep Time,Study Time,Final Marks
52,100,94,98,73,68,92
57,95,39,32,43,38,49
91,48,85,38,83,48,82
47,52,37,30,50,50,55
94,63,67,44,53,57,55
33,44,49,48,84,96,30
77,41,96,52,56,73,97
30,42,92,73,49,93,87
94,91,49,87,80,57,98
99,91,94,51,88,37,97
37,49,44,81,80,55,53
30,85,35,53,85,92,89
77,68,91,46,64,44,94
76,44,33,63,83,64,64
87,98,82,32,69,99,85
40,39,90,80,41,57,100
91,41,47,88,100,33,100
39,66,94,38,55,63,31
47,44,53,55,42,51,80
34,46,42,88,99,63,32
36,52,96,44,47,78,96
74,49,43,100,39,45,90
97,87,32,40,95,98,86
38,33,69,96,59,71,85
56,52,69,91,36,59,96
37,82,37,31,37,50,62
67,58,37,45,69,85,53
40,40,95,73,99,62,92
83,47,32,91,98,31,97
92,54,80,69,54,50,79
65,32,75,55,99,59,34
85,82,32,54,36,30,43
80,34,62,59,97,40,37
45,82,70,99,54,38,85
97,70,89,30,87,78,88
65,36,97,51,94,88,55
92,51,43,31,55,57,85
46,83,86,44,98,54,39
92,77,71,78,57,63,99
37,33,97,35,71,37,57
39,63,80,52,88,42,64
52,57,100,72,76,67,72
52,39,42,35,92,30,97
67,92,53,90,37,44,94
45,91,86,62,48,100,85
38,81,68,34,86,76,46
67,96,90,97,99,56,89
71,50,54,50,41,31,52
82,81,38,61,62,57,69
42,73,58,92,87,39,48
32,59,99,91,34,66,100
72,39,58,68,100,59,88
34,99,43,53,57,86,95
100,38,75,44,71,75,38
100,46,31,50,62,84,66
73,87,40,85,48,64,82
76,50,38,81,43,77,76
30,53,87,51,43,41,48
71,87,93,42,50,49,38
65,84,43,64,64,91,40
97,35,39,62,79,81,98
48,34,62,99,40,56,64
65,30,62,40,83,73,30
92,75,56,65,81,36,57
52,30,34,62,61,63,53
35,91,46,100,72,33,99
96,37,67,72,46,62,57
67,35,31,42,51,95,56
55,60,99,69,62,47,88
93,73,63,95,43,84,85
69,85,41,97,57,37,37
60,73,90,42,78,47,72
83,94,39,30,74,89,92
65,38,43,57,35,48,51
88,60,54,91,44,87,62
35,57,77,99,53,46,55
40,50,97,36,78,77,81
100,52,60,44,86,69,86
96,51,35,89,100,47,94
62,74,65,71,65,47,84
38,30,99,85,93,49,98
34,52,71,56,34,38,50
30,71,54,46,45,66,34
81,47,59,93,31,41,96
100,65,35,92,88,60,90
64,47,89,92,94,44,96
44,42,61,70,67,59,47
45,93,65,98,52,42,95
61,94,77,82,30,37,90
40,58,50,35,62,35,43
94,69,83,82,67,64,96
58,30,97,93,69,86,84
86,98,39,62,93,33,92
51,85,84,60,95,89,94
44,61,42,96,98,70,41
47,56,45,43,91,99,54
75,77,70,61,78,97,98
51,98,76,34,67,61,87
35,64,65,63,99,97,90
46,85,95,38,88,52,100
49,94,73,54,34,45,95
41,99,93,48,55,59,43
87,46,32,68,97,89,82
89,96,45,93,82,66,90
97,53,71,97,66,37,95
46,67,100,44,78,95,47
100,54,98,57,42,90,59
93,54,55,69,69,59,74
83,74,85,81,81,38,46
82,60,93,100,68,97,98
83,41,50,74,60,94,96
39,46,99,53,42,43,49
92,98,35,65,37,40,89
74,100,40,76,74,69,90
75,52,94,50,97,44,93
92,61,88,91,63,49,64
96,66,61,92,99,61,90
30,85,91,60,61,91,91
36,31,99,82,100,34,100
37,90,76,45,59,84,96
36,84,41,52,33,91,43
43,42,56,98,36,81,96
51,77,84,44,98,88,94
84,36,95,88,43,72,75
84,51,42,92,60,73,96
94,87,55,59,68,69,80
47,97,60,37,52,79,38
80,60,65,78,75,96,96
35,57,41,39,42,79,55
99,99,94,85,52,65,97
74,74,54,48,33,100,60
61,32,47,97,63,50,46
60,31,31,92,40,92,85
99,69,96,68,48,100,99
77,78,89,41,93,94,90
72,46,97,88,33,80,93
35,61,100,81,71,96,90
77,70,84,96,48,39,40
61,100,79,73,96,87,95
41,76,72,57,91,65,94
58,91,35,49,89,67,73
98,90,79,88,56,91,96
95,38,96,91,95,72,99
63,81,43,61,82,96,77
79,90,71,95,83,34,46
49,35,57,66,49,59,37
45,33,95,95,44,87,74
52,76,35,35,37,93,92
50,84,94,54,97,92,60
95,75,41,56,31,72,42
96,59,99,69,70,54,65
94,39,68,78,41,44,89
55,72,38,40,31,84,54
44,63,86,64,99,63,70
53,63,55,63,67,91,95
50,49,37,49,32,47,34
91,87,97,43,30,67,34
92,95,78,68,73,82,99
67,99,92,37,67,42,99
94,88,68,91,38,70,40
56,47,43,32,51,61,54
88,86,45,38,100,97,87
85,33,99,81,96,78,88
39,90,35,52,46,98,98
96,56,89,66,67,96,91
71,51,31,48,86,47,70
89,61,86,55,45,46,41
99,45,57,61,97,40,79
83,47,84,32,51,51,55
32,85,84,51,41,60,48
36,41,52,73,76,100,91
74,42,43,73,35,33,58
80,98,90,68,31,56,98
56,42,59,53,78,48,64
98,53,85,32,100,42,94
39,93,74,53,61,31,98
88,50,30,32,40,37,30
59,62,82,95,35,65,59
62,83,31,83,57,65,54
91,45,84,67,53,45,40
83,39,59,56,86,60,71
59,85,81,60,44,49,83
95,69,78,70,33,72,34
68,88,32,84,76,51,35
82,94,31,47,31,82,54
46,61,77,57,31,38,38
71,99,98,51,61,44,47
90,31,48,79,42,94,95
63,59,86,86,44,92,85
39,36,37,62,45,45,41
94,35,61,57,77,48,78
84,94,95,60,81,30,97
90,70,90,37,63,70,70
82,91,76,30,31,99,91
47,49,99,95,49,37,96
47,35,36,31,68,32,39
37,94,53,41,53,58,85
60,40,96,65,70,46,95
33,57,67,92,92,34,87
100,57,54,89,98,80,60
98,83,45,92,83,90,95
41,88,80,48,37,91,71
65,42,93,99,69,62,93
98,85,58,52,98,79,99
97,92,67,47,77,73,87
32,86,74,54,30,42,49
95,90,72,97,48,45,100
73,99,50,38,93,80,85
50,38,53,37,58,75,65
97,88,45,65,68,40,78
77,56,46,37,44,73,32
46,95,96,67,72,76,92
60,53,100,86,76,78,88
91,40,86,40,59,59,99
86,42,98,85,97,51,89
78,42,66,42,62,55,48
30,37,99,69,64,100,87
52,69,41,89,47,38,33
69,35,100,84,63,40,94
90,91,36,85,43,56,52
51,41,96,71,52,81,62
52,91,90,85,90,41,95
81,34,80,100,55,32,38
52,92,36,95,93,52,89
50,95,50,64,84,48,85
79,72,60,35,99,31,35
75,31,91,91,62,98,87
75,73,46,94,67,55,99
75,47,97,81,40,45,56
82,32,33,66,92,70,89
72,96,41,44,99,80,87
88,46,63,79,47,100,42
60,34,39,83,54,66,76
81,87,44,92,81,68,93
87,98,92,60,93,42,96
73,78,64,96,63,33,77
71,100,64,53,93,89,96
66,38,93,61,60,44,89
50,42,37,41,92,54,33
41,62,40,33,38,30,36
62,55,33,31,41,68,42
78,81,43,99,52,88,44
97,33,94,36,78,92,89
69,93,46,58,33,41,81
54,38,31,80,76,84,78
40,46,54,66,98,88,93
99,86,99,66,71,95,87
65,98,51,56,97,81,100
39,99,62,99,30,45,70
60,85,37,76,93,75,62
95,39,87,82,82,43,98
97,88,51,38,47,64,55
89,57,96,35,49,99,67
62,36,45,69,71,83,74
99,79,82,53,96,90,93
54,53,53,35,100,80,31
49,32,77,78,44,78,39
99,48,85,98,54,97,90
70,83,92,35,65,37,95
92,75,39,59,77,49,92
56,53,31,31,53,37,81
49,36,78,83,42,79,54
79,92,48,92,57,65,95
56,34,92,63,50,70,97
80,95,38,44,94,79,97
32,41,85,33,76,84,36
37,71,73,82,39,97,86
100,65,64,89,53,49,94
98,37,64,67,91,48,72
64,41,93,44,74,91,88
35,55,57,98,100,76,58
92,30,76,58,75,44,44
37,59,79,98,71,94,71
73,87,94,77,42,43,74
30,43,53,33,38,42,36
100,66,59,48,69,30,69
92,83,42,90,49,60,69
87,75,90,47,33,55,99
85,38,57,43,78,32,35
35,98,58,97,31,96,63
86,77,64,40,51,92,34
38,48,46,33,70,91,44
68,90,91,85,31,34,98
75,99,99,85,73,45,58
86,56,61,76,81,100,99
31,37,72,72,94,43,69
47,91,52,85,80,95,94
52,76,51,92,62,58,100
96,98,91,91,59,88,96
86,36,51,64,98,85,54
99,39,38,55,92,97,94
89,92,100,95,92,43,99
38,95,89,98,46,77,100
42,69,60,57,47,76,37
35,43,82,93,95,47,35
30,62,90,68,31,95,85
46,78,48,83,79,37,83
42,80,90,38,46,55,36
55,47,63,93,70,33,99
92,68,94,65,59,58,76
35,82,37,78,44,45,34
43,79,57,92,93,33,35
37,36,58,41,74,76,43
93,52,59,61,85,71,91
71,100,48,37,34,81,91
51,89,90,46,57,40,69
34,48,62,70,80,55,44
37,95,100,92,99,32,90
90,32,55,91,52,80,100
82,48,62,73,59,88,52
49,39,83,74,68,92,100
59,82,85,31,41,87,50
47,54,48,43,53,74,62
41,92,86,45,30,61,75
53,91,55,75,89,96,98
87,54,74,51,41,34,33
46,82,64,59,30,53,33
32,64,74,77,65,100,86
92,55,49,65,34,47,83
33,61,93,55,91,56,93
33,79,92,69,62,83,99
42,87,38,61,73,41,41
78,96,85,91,57,43,31
33,90,41,75,47,31,94
71,94,100,76,83,70,90
100,95,91,35,49,96,100
52,53,30,100,32,70,67
59,96,43,91,35,42,93
93,80,77,78,98,95,99
85,37,73,44,67,65,72
94,53,88,49,94,52,87
70,60,40,89,54,82,82
57,47,98,57,100,75,32
98,57,84,99,60,86,90
35,31,72,51,52,34,79
78,45,46,87,86,46,47
86,82,54,37,34,52,44
63,44,69,61,62,92,43
61,96,93,99,76,38,98
73,67,87,88,89,60,69
33,67,59,91,47,63,49
53,94,53,32,35,44,49
98,48,48,44,92,89,52
45,62,63,69,61,46,38
75,86,82,30,89,95,89
87,52,63,90,31,43,52
66,99,80,79,43,93,38
99,75,93,45,58,59,87
32,96,86,97,91,45,95
100,65,54,75,86,100,94
50,81,42,76,42,40,54
34,52,67,73,35,48,66
30,74,54,97,56,88,65
44,93,99,83,35,95,98
50,98,78,36,97,58,90
72,61,56,54,91,99,80
39,92,64,91,100,88,93
39,52,69,62,88,34,51
86,99,32,49,69,83,97
95,34,82,70,94,100,86
49,39,99,64,77,78,43
48,48,59,38,46,83,58
50,71,33,63,35,87,42
96,99,37,48,61,88,87
39,61,53,31,38,64,68
45,41,80,49,74,68,69
95,73,37,62,66,64,96
94,90,34,52,91,55,92
84,85,96,84,89,55,90
53,62,65,95,62,43,68
77,43,84,65,46,63,72
48,92,86,52,50,69,98
74,95,62,65,75,77,64
50,48,80,49,88,78,31
61,30,93,73,94,31,90
52,98,52,81,92,98,94
90,55,51,86,70,97,88
47,50,51,56,92,32,44
40,40,54,70,33,43,49
96,46,78,31,71,40,88
82,55,98,47,55,71,73
46,79,94,95,39,80,33
48,43,39,92,90,97,33
45,70,46,75,62,77,56
91,56,64,68,73,66,94
53,84,34,99,80,64,69
95,92,44,39,38,50,69
69,92,80,63,48,94,94
64,89,71,92,90,30,87
92,40,95,71,42,53,85
74,56,91,43,33,99,86
77,59,30,100,33,97,92
70,71,82,39,43,84,71
98,51,87,99,74,94,92
47,71,59,45,53,84,76
92,31,37,92,45,84,94
38,75,49,47,32,31,53
66,99,41,70,72,65,91
86,44,45,71,47,93,42
47,42,46,89,44,82,43
78,46,48,90,87,41,78
47,100,73,96,68,87,100
61,65,98,41,56,48,56
41,34,86,71,77,83,40
60,65,43,44,50,68,34
69,36,40,58,45,98,95
83,34,94,31,79,36,99
90,47,32,36,81,92,95
77,78,52,74,97,52,68
70,43,91,97,56,79,92
54,83,55,100,30,30,88
39,59,60,93,58,35,99
100,37,80,62,40,36,85
41,85,59,38,46,46,55
78,43,37,83,95,31,44
97,38,41,44,87,44,42
96,31,83,62,52,98,58
77,37,80,38,72,49,43
91,83,65,73,44,40,68
40,63,31,48,68,73,65
99,94,45,81,73,37,95
64,37,74,48,92,47,70
37,93,91,97,71,68,99
31,71,31,100,100,36,88
41,92,94,71,57,36,95
89,79,94,70,83,53,86
70,79,70,89,50,45,39
76,67,92,31,32,96,53
32,41,94,68,50,51,54
40,30,92,54,97,47,36
44,92,80,47,95,58,99
36,41,40,93,75,37,62
82,79,92,88,50,75,74
100,100,94,39,56,49,89
73,91,46,77,87,57,97
99,55,33,95,52,81,54
46,83,44,37,93,82,50
100,30,65,77,64,31,95
66,37,97,60,47,51,44
89,94,86,93,94,34,96
100,83,100,42,83,41,88
89,88,65,44,92,73,100
90,49,35,30,44,40,47
45,42,52,93,90,92,89
39,48,45,67,95,46,86
83,59,79,50,70,64,83
92,47,58,47,69,57,56
63,74,77,97,86,77,99
100,70,90,40,75,66,51
91,98,83,59,95,41,93
83,82,37,62,77,39,33
90,30,99,67,54,85,98
41,50,85,73,71,35,41
43,68,63,73,46,40,57
51,89,56,80,46,97,99
87,54,58,47,99,34,94
94,42,64,72,62,57,33
98,68,52,79,77,59,91
74,100,58,37,60,98,74
74,99,95,54,40,81,85
98,91,56,55,99,35,93
53,54,96,84,63,82,100
92,89,56,59,76,69,100
35,51,69,35,96,76,45
50,72,64,33,56,32,71
94,49,39,99,99,66,89
38,33,43,91,58,79,99
93,36,40,92,54,82,61
40,71,92,90,50,99,91
74,59,57,84,42,71,42
54,38,72,46,52,75,81
75,42,45,60,74,81,50
91,71,87,44,97,85,88
72,53,84,38,85,50,68
53,84,70,99,61,83,60
34,31,81,92,53,60,51
58,43,46,50,98,67,42
36,92,45,99,91,73,93
57,61,96,87,45,45,90
93,71,58,77,84,80,91
51,45,34,68,83,64,42
34,85,74,48,34,92,92
55,99,89,38,50,60,90
68,46,42,89,100,59,75
53,64,100,38,92,99,97
48,51,56,38,87,89,54
73,97,89,61,59,33,59
93,55,76,55,80,99,88
69,93,65,85,72,35,87
50,84,38,42,95,95,94
88,58,48,75,92,57,86
52,48,55,69,38,33,35
32,59,100,69,62,96,99
73,66,46,41,53,30,62
98,52,93,92,50,61,33
41,61,83,69,50,100,55
35,84,46,34,64,32,39
84,58,83,52,39,95,37
47,52,38,62,36,95,42
66,94,70,49,98,79,98
38,42,93,90,56,50,97
31,99,63,85,53,76,86
87,69,33,92,93,93,98
96,47,30,82,39,100,87
61,48,75,75,96,64,72
100,61,99,34,40,69,86
55,52,55,45,96,35,95
64,61,30,61,53,86,39
94,89,57,58,76,42,68
44,98,53,63,34,95,92
47,73,74,96,33,63,37
100,37,87,40,89,63,36
57,47,34,98,33,93,99
43,67,48,100,35,38,81
58,100,34,48,46,100,100
100,82,74,54,85,34,99
43,95,71,97,80,36,92
74,71,73,70,35,98,59
87,97,38,65,53,99,92
59,39,87,37,39,50,45
55,98,77,91,85,61,98
43,32,85,31,30,78,45
79,93,50,75,39,44,51
58,73,49,97,47,97,87
38,34,78,31,74,99,74
85,98,93,69,50,74,95
31,59,85,30,88,58,57
55,35,42,64,99,42,43
89,50,54,57,44,64,73
33,84,52,57,70,35,81
39,98,32,72,57,32,92
99,94,47,83,55,33,86
65,36,89,36,50,30,56
100,87,82,71,86,67,88
99,46,95,45,52,99,99
62,86,54,95,93,53,99
74,39,41,95,98,73,42
35,61,49,97,45,53,98
56,91,77,32,60,60,69
79,47,53,79,68,94,97
85,85,34,39,66,93,89
97,97,59,42,64,37,97
67,37,76,42,100,48,85
43,91,77,85,72,48,99
37,75,74,31,48,80,74
36,57,90,66,50,93,41
94,48,35,41,77,30,47
90,87,66,99,75,40,54
82,31,45,74,63,37,56
65,35,52,98,58,93,98
36,93,39,39,46,62,32
50,85,92,30,58,68,54
48,67,77,39,34,95,87
56,70,94,43,50,70,35
39,94,34,99,34,71,89
44,47,37,65,49,44,51
42,42,32,80,69,85,52
50,64,69,56,37,43,45
61,92,69,71,38,32,94
91,67,35,33,83,70,75
65,40,91,59,47,40,93
67,94,40,46,61,75,41
92,81,37,83,67,79,34
91,72,94,84,57,44,85
81,46,60,37,100,100,98
81,31,81,35,35,38,52
51,38,73,79,34,42,37
35,79,56,33,35,40,58
43,56,94,32,65,52,95
91,62,69,34,96,62,98
84,64,30,72,89,68,48
36,73,63,83,92,78,88
39,96,47,59,32,87,53
73,56,41,80,76,96,40
95,31,73,92,64,81,100
62,92,70,91,82,33,78
61,100,42,93,74,36,33
97,97,88,73,81,94,93
72,92,85,55,37,97,88
78,48,39,82,94,47,53
61,61,95,52,50,89,90
71,75,68,55,42,96,100
72,39,57,44,44,34,61
77,76,80,92,67,54,96
90,39,88,65,36,82,94
59,37,90,64,73,41,89
98,100,85,35,53,43,85
80,46,94,81,91,68,95
96,86,45,53,39,81,98
46,97,100,56,53,69,90
94,66,54,100,62,79,85
31,75,64,75,61,30,58
35,96,62,99,50,100,89
75,90,62,68,83,56,95
55,53,85,90,33,86,68
99,61,89,59,77,46,95
48,44,90,90,89,61,32
78,58,99,56,69,38,65
67,71,69,83,94,82,83
88,67,87,54,67,51,61
60,92,51,62,53,75,89
30,91,92,50,69,68,72
79,93,76,52,97,79,58
35,54,61,42,100,93,85
70,36,41,94,74,63,47
71,33,88,40,99,63,98
67,40,50,61,58,31,51
86,46,96,44,46,72,83
37,95,95,51,66,72,88
87,83,71,96,64,35,86
35,96,80,64,49,55,91
38,42,98,49,30,95,60
63,36,88,33,94,55,91
79,73,67,78,71,50,79
95,88,42,51,35,30,100
81,42,38,30,69,91,44
96,62,71,43,69,32,54
31,30,39,35,94,94,47
43,38,93,63,33,35,46
53,35,93,55,33,70,98
83,54,53,47,38,50,56
84,71,58,55,97,44,79
65,92,44,50,98,81,90
37,50,39,94,46,84,53
94,34,64,90,55,42,87
96,80,51,86,42,39,78
97,91,72,44,37,92,96
87,95,82,35,73,37,77
40,86,98,91,77,67,86
60,34,46,31,60,53,64
58,37,77,93,44,55,95
54,62,35,78,84,85,48
62,63,39,62,97,32,87
96,39,59,30,61,95,95
30,93,30,32,91,86,66
60,83,96,86,91,69,67
73,78,86,32,48,80,53
72,78,60,64,87,92,90
91,58,66,63,58,36,98
37,97,89,38,91,85,57
80,90,78,51,54,66,99
39,90,71,94,95,72,92
45,58,55,54,91,50,50
50,33,44,54,84,39,63
45,44,41,72,92,93,88
56,85,77,79,89,36,76
100,72,82,70,79,94,94
45,42,61,98,46,70,64
41,41,38,42,78,96,60
96,33,49,89,89,91,89
42,49,89,75,99,49,55
33,31,92,72,80,62,92
57,56,39,87,90,81,43
94,64,81,47,80,40,96
73,63,46,74,93,81,98
77,42,67,52,69,98,99
56,54,91,56,64,85,83
93,31,86,90,55,75,99
100,63,44,54,37,93,87
90,78,94,31,99,51,87
40,43,37,52,77,41,33
64,37,42,60,39,54,51
70,54,92,48,97,63,89
84,82,60,79,98,44,80
39,30,52,57,36,67,31
98,61,75,84,30,45,99
75,55,34,94,60,31,86
100,81,46,63,100,33,65
91,53,48,100,48,36,87
33,60,30,51,94,83,93
80,65,100,65,56,33,53
86,57,68,61,67,34,68
75,95,88,40,38,71,91
58,48,92,30,97,53,51
98,38,75,69,50,81,81
96,46,44,77,95,43,38
30,30,56,53,57,88,58
100,46,81,78,60,52,91
86,59,100,77,58,94,88
76,60,33,99,93,39,31
50,57,52,32,91,82,98
58,86,85,49,68,34,53
88,31,65,57,91,61,84
55,91,35,83,49,45,85
33,47,70,68,38,39,66
49,39,53,30,73,37,38
48,93,70,55,47,91,93
46,91,45,94,59,46,38
82,69,44,98,52,96,95
81,74,48,38,55,83,78
78,37,99,34,65,34,97
80,83,92,64,64,64,96
43,99,46,41,30,85,74
43,64,73,39,100,59,92
50,54,76,41,39,92,89
36,32,35,77,100,74,96
50,64,63,39,73,31,32
95,87,84,87,83,34,79
97,32,76,45,71,57,39
36,93,91,87,40,33,48
94,85,98,72,43,88,89
92,68,71,38,79,45,68
78,71,90,98,86,85,91
63,78,61,98,54,57,87
34,31,61,35,42,59,73
77,46,33,58,40,47,62
97,54,97,89,61,75,60
83,31,57,92,53,86,96
98,45,75,83,67,31,44
68,81,83,44,53,58,73
86,79,37,47,92,65,89
77,32,40,94,76,31,89
64,77,79,45,33,71,38
66,36,63,96,97,75,90
52,54,44,45,40,54,35
84,47,81,92,42,68,46
95,73,31,31,92,98,97
58,63,95,49,59,97,91
88,63,41,90,90,98,95
97,35,71,43,99,51,80
83,95,73,97,44,35,93
55,68,83,80,80,61,73
94,69,91,49,90,93,91
85,84,77,80,37,65,74
48,43,91,81,64,93,87
55,47,64,59,36,40,43
34,83,97,85,31,95,88
62,74,85,68,56,58,68
82,99,37,76,98,66,87
52,75,82,70,31,81,77
59,97,90,68,65,61,86
38,69,92,40,80,30,73
94,54,81,40,83,80,99
98,46,98,70,60,48,100
64,53,49,52,100,97,90
55,48,87,80,79,52,79
59,86,64,73,91,39,85
39,98,67,40,78,47,90
89,81,38,61,50,77,39
48,40,99,40,50,82,50
33,70,34,78,52,93,90
37,88,63,40,71,78,67
68,44,73,52,36,87,32
46,37,45,93,87,73,96
91,36,82,82,71,31,87
47,77,52,80,58,50,31
63,95,37,63,90,58,85
62,91,35,41,34,70,34
30,90,74,32,89,62,95
88,80,50,59,54,63,51
49,91,97,82,31,91,86
39,80,99,47,46,49,86
59,89,57,94,70,37,88
32,47,99,53,96,50,39
71,61,36,33,95,97,55
71,97,30,80,44,75,38
66,76,44,42,90,65,47
92,66,76,98,86,100,92
87,74,94,88,86,76,70
67,43,65,67,80,94,90
41,95,100,74,96,100,97
86,58,74,31,60,39,55
44,55,73,51,89,85,31
95,42,35,94,78,42,92
98,91,55,46,69,87,88
49,44,80,67,60,70,33
34,31,66,42,84,50,60
48,84,76,81,59,46,49
91,69,97,75,43,89,100
84,33,37,34,81,81,30
87,40,75,93,91,35,90
94,74,44,75,30,50,75
68,69,49,70,88,54,59
80,77,91,90,66,35,87
90,63,64,40,98,74,92
69,73,95,92,44,48,85
80,38,62,62,100,95,90
95,39,92,96,64,61,73
52,53,72,85,32,51,63
45,62,59,88,38,58,40
44,48,90,86,46,65,85
93,68,30,48,79,82,83
98,47,91,85,95,86,93
95,84,60,99,33,85,80
85,47,34,90,44,81,88
79,93,37,75,33,90,97
78,66,98,52,55,51,78
37,33,35,48,45,90,42
44,76,100,63,77,43,56
48,45,52,90,32,48,50
52,82,92,39,77,35,98
93,83,95,64,93,53,86
100,30,69,81,45,68,75
84,88,60,44,72,83,50
39,36,54,46,82,71,58
62,96,51,42,84,85,87
58,69,83,64,97,33,87
90,30,70,57,55,93,92
43,98,47,73,99,31,54
42,40,73,76,63,68,32
84,100,68,79,39,99,99
91,77,38,34,32,95,85
72,58,86,58,94,50,100
36,40,35,83,88,64,31
59,91,55,44,37,81,33
79,59,96,56,69,47,93
96,91,34,65,97,48,89
32,87,31,97,98,56,95
50,92,59,61,32,100,92
42,93,34,65,95,51,96
96,51,41,56,99,40,96
80,65,83,67,52,37,48
46,50,81,98,41,36,91
92,75,58,58,68,47,93
93,88,85,41,45,77,55
63,53,60,65,77,96,59
31,76,72,54,34,59,45
66,90,73,91,98,99,99
83,47,99,51,84,96,100
40,85,32,30,35,54,77
60,45,85,76,33,89,33
79,44,50,77,40,85,60
85,88,80,92,62,59,95
89,78,35,77,100,38,65
56,60,90,47,42,36,84
45,91,78,97,92,63,70
52,41,64,66,46,39,61
31,99,88,99,91,97,90
81,57,59,86,83,91,91
41,63,99,34,54,51,87
65,54,73,33,34,81,81
42,75,46,43,95,56,99
69,57,77,45,36,39,31
66,49,40,51,94,93,99
98,100,75,84,97,65,87
58,42,33,98,42,31,93
88,93,69,94,41,61,84
99,39,37,38,67,66,67
78,93,40,67,91,58,94
97,51,57,71,40,75,58
82,72,89,42,31,59,68
78,40,92,31,87,55,94
45,34,35,88,85,86,34
65,57,66,77,34,100,79
57,73,94,87,31,98,97
90,42,76,90,47,83,44
44,98,41,92,95,41,89
54,98,62,95,50,84,69
36,96,42,82,71,100,96
97,83,99,59,73,36,86
86,62,54,36,93,57,73
44,49,100,37,98,49,42
64,30,76,56,31,89,34
99,40,87,72,80,48,91
94,94,48,98,60,59,97
41,52,69,91,60,59,92
32,75,75,73,67,92,68
53,83,32,97,45,46,41
34,32,80,30,51,38,45
90,39,82,44,80,95,40
86,31,55,76,94,37,98
58,68,96,31,82,95,35
96,49,91,71,83,54,95
43,32,80,99,87,31,91
53,77,32,73,99,31,90
30,63,37,41,90,65,64
68,43,45,99,58,75,91
70,39,70,73,93,91,92
56,37,33,34,41,77,55
55,85,63,97,35,51,51
96,75,62,58,79,38,35
60,93,56,62,63,38,79
97,70,94,87,89,50,85
66,68,100,95,39,62,91
79,78,70,68,95,69,87
73,45,78,40,83,98,93
37,46,81,36,76,88,37
35,87,63,47,75,73,54
56,61,64,32,58,99,97
69,30,43,58,43,70,38
39,94,72,89,37,85,42
45,96,73,80,47,44,87
100,93,75,92,36,86,100
80,94,69,49,37,37,84
73,92,95,87,89,99,66
94,74,56,71,70,75,60
46,84,43,82,64,33,37
32,37,57,96,57,72,89
46,43,36,46,34,42,53
89,42,90,78,90,74,92
61,65,75,30,79,35,31
55,90,58,33,97,89,92
54,56,53,63,48,93,92
50,99,78,90,31,49,90
57,57,46,72,48,41,68
86,47,78,37,61,90,52
84,73,63,54,61,35,56
41,89,33,67,39,70,68
93,100,72,37,68,96,87
80,85,98,87,54,54,98
98,94,96,60,57,91,94
82,58,69,42,93,83,65
82,50,53,73,62,100,94
75,80,62,96,32,58,90
51,48,88,42,96,90,65
36,97,48,35,79,100,95
39,49,93,71,56,30,85
42,49,83,61,90,56,88
88,96,49,47,69,47,92
31,94,63,72,92,88,98
60,89,82,74,60,35,63
100,58,38,47,49,88,38
90,32,42,76,38,51,93
92,46,64,68,98,91,32
93,72,97,49,32,53,94
35,57,50,34,84,59,63
75,33,50,48,92,33,59
73,71,90,69,98,96,88
94,53,43,73,53,39,59
92,47,90,81,95,45,94
98,64,87,42,60,32,55
79,45,60,87,50,98,90
94,44,77,37,38,79,53
46,48,62,57,87,98,94
54,67,37,85,98,41,100
95,85,52,96,77,55,87
100,32,68,33,96,98,88
40,32,46,30,30,57,49
44,34,41,99,50,51,74
50,88,48,65,35,72,43
61,32,67,81,38,73,52
48,41,45,93,42,47,40
86,65,74,44,31,96,95
33,35,71,63,62,75,81
96,90,57,41,50,41,100
87,97,91,49,37,90,93
84,94,46,46,72,61,67
40,30,38,81,80,97,94
48,74,46,36,96,91,100
88,32,82,53,34,57,60
85,92,91,80,74,99,96
64,56,32,87,99,69,90
84,42,58,43,64,42,31
43,79,71,67,38,59,45
64,72,95,91,91,78,89
86,66,100,74,96,63,96
53,92,64,30,89,64,59
85,41,52,59,81,36,79
41,53,52,84,33,82,43
70,66,81,79,92,59,90
89,93,36,30,80,94,85
92,38,96,93,47,31,87
100,79,100,57,47,53,84
30,32,43,30,56,35,53
34,46,81,98,52,50,52
99,97,100,64,60,69,80
83,79,77,92,54,35,71
54,45,38,71,52,62,40
90,51,88,43,66,80,34
79,44,49,85,53,98,84
80,62,89,40,90,40,55
36,55,96,56,72,76,89
60,47,81,75,100,57,87
33,47,51,66,34,94,52
33,85,74,46,84,45,53
33,47,44,95,36,53,30
61,95,35,43,56,87,87
68,100,61,86,91,88,98
79,42,98,31,61,94,41
45,87,93,85,86,93,100
43,76,66,83,47,56,48
71,83,79,67,47,82,68
84,99,57,66,61,69,83
57,67,70,99,45,94,99
71,85,55,40,71,56,44
48,45,100,58,88,91,91
67,48,68,67,99,98,65
31,56,38,96,38,87,100
82,60,34,50,46,59,48
49,75,70,100,41,89,99
61,36,55,35,96,100,95
84,32,90,100,80,68,97
77,98,83,36,43,72,51
92,75,95,45,44,97,48
38,33,89,73,39,84,54
99,40,34,49,68,62,43
84,30,65,87,58,36,38
47,53,45,97,79,97,98
49,90,94,67,80,89,87
86,70,37,69,36,53,54
56,72,45,94,93,37,32
51,93,32,78,30,84,99
53,50,74,97,41,90,52
77,68,90,30,92,55,96
95,87,54,91,45,90,87
80,93,72,76,97,88,98
